artifact,variant,model,field,reported_value,reproduced_value,difference,tolerance,judgement,metric,reference
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,valid_replicates,1000.0,1000.0,0.0,1e-08,match,mean_predicted_risk,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,attempted_replicates,1000.0,1000.0,0.0,1e-08,match,mean_predicted_risk,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_logistic_recalibrated,estimate,0.3360323714792776,0.3356947370429475,-0.00033763443633011425,1e-08,DIFFERENCE,auprc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_logistic_recalibrated,ci_low,0.2778852589693925,0.2775009335758376,-0.00038432539355487405,1e-08,DIFFERENCE,auprc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_logistic_recalibrated,ci_high,0.39743077630281,0.3972907304749496,-0.0001400458278603689,1e-08,DIFFERENCE,auprc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_logistic_recalibrated,valid_replicates,1000.0,1000.0,0.0,1e-08,match,auprc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_logistic_recalibrated,attempted_replicates,1000.0,1000.0,0.0,1e-08,match,auprc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_logistic_recalibrated,estimate,0.4960281628512897,0.4954911593309333,-0.000537003520356405,1e-08,DIFFERENCE,auroc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_logistic_recalibrated,ci_low,0.4617571854828888,0.4613349927328262,-0.00042219275006261103,1e-08,DIFFERENCE,auroc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_logistic_recalibrated,ci_high,0.5371931018523174,0.5369304396782221,-0.00026266217409531833,1e-08,DIFFERENCE,auroc,
